dataset,track_id,file_or_stem,audio_path,ref_beats_path,has_ref_beats,num_ref_beats,num_est_beats,beat_fmeasure,status,note
gtzan_genre,disco.00078,disco.00078,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00078.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00078.beats,true,64,27,0.241758,ok,
gtzan_genre,country.00032,country.00032,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00032.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00032.beats,true,49,27,0.263158,ok,
gtzan_genre,jazz.00092,jazz.00092,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00092.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00092.beats,true,26,30,0.25,ok,
gtzan_genre,disco.00074,disco.00074,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00074.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00074.beats,true,56,26,0.390244,ok,
gtzan_genre,rock.00018,rock.00018,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00018.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00018.beats,true,59,27,0.255814,ok,
gtzan_genre,pop.00015,pop.00015,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00015.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00015.beats,true,52,26,0.282051,ok,
gtzan_genre,reggae.00072,reggae.00072,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00072.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00072.beats,true,42,28,0.228571,ok,
gtzan_genre,rock.00056,rock.00056,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00056.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00056.beats,true,69,29,0.387755,ok,
gtzan_genre,metal.00047,metal.00047,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00047.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00047.beats,true,104,28,0.212121,ok,
gtzan_genre,disco.00034,disco.00034,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00034.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00034.beats,true,66,25,0.175824,ok,
gtzan_genre,classical.00004,classical.00004,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00004.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00004.beats,true,81,28,0.366972,ok,
gtzan_genre,metal.00091,metal.00091,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00091.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00091.beats,true,68,32,0.26,ok,
gtzan_genre,classical.00006,classical.00006,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00006.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00006.beats,true,48,24,0.138889,ok,
gtzan_genre,pop.00066,pop.00066,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00066.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00066.beats,true,41,30,0.591549,ok,
gtzan_genre,country.00078,country.00078,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00078.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00078.beats,true,34,29,0.126984,ok,
gtzan_genre,classical.00087,classical.00087,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00087.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00087.beats,true,30,25,0.181818,ok,
gtzan_genre,jazz.00058,jazz.00058,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00058.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00058.beats,true,62,32,0.148936,ok,
gtzan_genre,blues.00005,blues.00005,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00005.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00005.beats,true,35,27,0.129032,ok,
gtzan_genre,reggae.00062,reggae.00062,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00062.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00062.beats,true,76,29,0.266667,ok,
gtzan_genre,classical.00078,classical.00078,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00078.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00078.beats,true,33,26,0.20339,ok,
gtzan_genre,classical.00076,classical.00076,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00076.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00076.beats,true,86,27,0.247788,ok,
gtzan_genre,country.00084,country.00084,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00084.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00084.beats,true,87,29,0.310345,ok,
gtzan_genre,metal.00093,metal.00093,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00093.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00093.beats,true,86,37,0.357724,ok,
gtzan_genre,rock.00002,rock.00002,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00002.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00002.beats,true,53,27,0.175,ok,
gtzan_genre,jazz.00090,jazz.00090,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00090.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00090.beats,true,68,27,0.231579,ok,
gtzan_genre,rock.00083,rock.00083,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00083.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00083.beats,true,61,25,0.209302,ok,
gtzan_genre,pop.00057,pop.00057,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00057.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00057.beats,true,52,25,0.25974,ok,
gtzan_genre,classical.00029,classical.00029,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00029.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00029.beats,true,35,27,0.096774,ok,
gtzan_genre,classical.00066,classical.00066,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00066.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00066.beats,true,62,26,0.227273,ok,
gtzan_genre,country.00054,country.00054,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00054.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00054.beats,true,37,24,0.229508,ok,
gtzan_genre,jazz.00036,jazz.00036,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00036.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00036.beats,true,62,29,0.197802,ok,
gtzan_genre,pop.00034,pop.00034,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00034.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00034.beats,true,47,28,0.266667,ok,
gtzan_genre,rock.00029,rock.00029,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00029.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00029.beats,true,63,26,0.224719,ok,
gtzan_genre,metal.00085,metal.00085,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00085.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00085.beats,true,51,29,0.275,ok,
gtzan_genre,metal.00051,metal.00051,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00051.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00051.beats,true,110,29,0.417266,ok,
gtzan_genre,jazz.00022,jazz.00022,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00022.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00022.beats,true,64,28,0.217391,ok,
gtzan_genre,rock.00043,rock.00043,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00043.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00043.beats,true,88,30,0.271186,ok,
gtzan_genre,blues.00050,blues.00050,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00050.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00050.beats,true,68,25,0.193548,ok,
gtzan_genre,metal.00079,metal.00079,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00079.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00079.beats,true,62,25,0.275862,ok,
gtzan_genre,rock.00078,rock.00078,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00078.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00078.beats,true,49,25,0.216216,ok,
gtzan_genre,rock.00090,rock.00090,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00090.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00090.beats,true,61,27,0.272727,ok,
gtzan_genre,hiphop.00051,hiphop.00051,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00051.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00051.beats,true,53,29,0.292683,ok,
gtzan_genre,hiphop.00096,hiphop.00096,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00096.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00096.beats,true,54,31,0.611765,ok,
gtzan_genre,country.00089,country.00089,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00089.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00089.beats,true,37,27,0.21875,ok,
gtzan_genre,hiphop.00016,hiphop.00016,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00016.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00016.beats,true,51,24,0.213333,ok,
gtzan_genre,blues.00074,blues.00074,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00074.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00074.beats,true,56,25,0.296296,ok,
gtzan_genre,blues.00058,blues.00058,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00058.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00058.beats,true,53,26,0.177215,ok,
gtzan_genre,classical.00056,classical.00056,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00056.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00056.beats,true,54,26,0.2,ok,
gtzan_genre,rock.00069,rock.00069,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00069.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00069.beats,true,84,27,0.216216,ok,
gtzan_genre,pop.00078,pop.00078,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00078.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00078.beats,true,53,27,0.225,ok,
gtzan_genre,pop.00045,pop.00045,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00045.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00045.beats,true,44,26,0.228571,ok,
gtzan_genre,reggae.00036,reggae.00036,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00036.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00036.beats,true,87,25,0.214286,ok,
gtzan_genre,metal.00075,metal.00075,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00075.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00075.beats,true,56,26,0.292683,ok,
gtzan_genre,jazz.00025,jazz.00025,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00025.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00025.beats,true,102,30,0.272727,ok,
gtzan_genre,classical.00010,classical.00010,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00010.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00010.beats,true,52,27,0.151899,ok,
gtzan_genre,country.00092,country.00092,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00092.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00092.beats,true,82,33,0.53913,ok,
gtzan_genre,disco.00096,disco.00096,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00096.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00096.beats,true,51,25,0.210526,ok,
gtzan_genre,hiphop.00094,hiphop.00094,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00094.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00094.beats,true,37,25,0.16129,ok,
gtzan_genre,pop.00030,pop.00030,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00030.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00030.beats,true,47,25,0.222222,ok,
gtzan_genre,disco.00095,disco.00095,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00095.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00095.beats,true,60,27,0.252874,ok,
gtzan_genre,rock.00007,rock.00007,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00007.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00007.beats,true,45,26,0.225352,ok,
gtzan_genre,hiphop.00095,hiphop.00095,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00095.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00095.beats,true,55,25,0.3,ok,
gtzan_genre,metal.00029,metal.00029,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00029.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00029.beats,true,61,29,0.288889,ok,
gtzan_genre,jazz.00055,jazz.00055,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00055.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00055.beats,true,35,32,0.238806,ok,
gtzan_genre,reggae.00042,reggae.00042,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00042.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00042.beats,true,60,26,0.209302,ok,
gtzan_genre,country.00033,country.00033,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00033.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00033.beats,true,46,26,0.333333,ok,
gtzan_genre,rock.00073,rock.00073,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00073.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00073.beats,true,47,25,0.166667,ok,
gtzan_genre,hiphop.00040,hiphop.00040,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00040.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00040.beats,true,41,28,0.144928,ok,
gtzan_genre,rock.00011,rock.00011,dataset\mirdata_gtzan_genre\gtzan_genre\genres\rock\rock.00011.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_rock_00011.beats,true,58,26,0.190476,ok,
gtzan_genre,country.00000,country.00000,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00000.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00000.beats,true,43,28,0.140845,ok,
gtzan_genre,metal.00065,metal.00065,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00065.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00065.beats,true,59,27,0.209302,ok,
gtzan_genre,blues.00096,blues.00096,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00096.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00096.beats,true,30,28,0.137931,ok,
gtzan_genre,hiphop.00021,hiphop.00021,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00021.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00021.beats,true,50,27,0.285714,ok,
gtzan_genre,jazz.00044,jazz.00044,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00044.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00044.beats,true,52,27,0.075949,ok,
gtzan_genre,metal.00083,metal.00083,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00083.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00083.beats,true,59,26,0.211765,ok,
gtzan_genre,jazz.00018,jazz.00018,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00018.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00018.beats,true,102,28,0.246154,ok,
gtzan_genre,disco.00083,disco.00083,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00083.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00083.beats,true,58,24,0.195122,ok,
gtzan_genre,classical.00051,classical.00051,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00051.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00051.beats,true,52,26,0.205128,ok,
gtzan_genre,pop.00024,pop.00024,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00024.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00024.beats,true,59,25,0.238095,ok,
gtzan_genre,reggae.00010,reggae.00010,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00010.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00010.beats,true,57,27,0.214286,ok,
gtzan_genre,metal.00061,metal.00061,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00061.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00061.beats,true,109,30,0.374101,ok,
gtzan_genre,classical.00072,classical.00072,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00072.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00072.beats,true,58,27,0.235294,ok,
gtzan_genre,metal.00054,metal.00054,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00054.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00054.beats,true,124,27,0.198675,ok,
gtzan_genre,disco.00014,disco.00014,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00014.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00014.beats,true,52,25,0.233766,ok,
gtzan_genre,country.00039,country.00039,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00039.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00039.beats,true,92,28,0.283333,ok,
gtzan_genre,hiphop.00080,hiphop.00080,dataset\mirdata_gtzan_genre\gtzan_genre\genres\hiphop\hiphop.00080.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_hiphop_00080.beats,true,48,30,0.153846,ok,
gtzan_genre,blues.00030,blues.00030,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00030.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00030.beats,true,55,27,0.0,ok,
gtzan_genre,blues.00056,blues.00056,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00056.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00056.beats,true,27,31,0.275862,ok,
gtzan_genre,reggae.00015,reggae.00015,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00015.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00015.beats,true,63,26,0.179775,ok,
gtzan_genre,metal.00082,metal.00082,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00082.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00082.beats,true,61,26,0.206897,ok,
gtzan_genre,blues.00099,blues.00099,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00099.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00099.beats,true,46,27,0.191781,ok,
gtzan_genre,classical.00077,classical.00077,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00077.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00077.beats,true,47,25,0.25,ok,
gtzan_genre,reggae.00030,reggae.00030,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00030.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00030.beats,true,76,25,0.178218,ok,
gtzan_genre,metal.00028,metal.00028,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00028.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00028.beats,true,70,33,0.252427,ok,
gtzan_genre,reggae.00037,reggae.00037,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00037.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00037.beats,true,76,29,0.32381,ok,
gtzan_genre,jazz.00078,jazz.00078,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00078.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00078.beats,true,81,28,0.238532,ok,
gtzan_genre,metal.00012,metal.00012,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00012.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00012.beats,true,83,30,0.300885,ok,
gtzan_genre,jazz.00048,jazz.00048,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00048.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00048.beats,true,65,30,0.273684,ok,
gtzan_genre,disco.00016,disco.00016,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00016.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00016.beats,true,62,26,0.227273,ok,
gtzan_genre,pop.00095,pop.00095,dataset\mirdata_gtzan_genre\gtzan_genre\genres\pop\pop.00095.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_pop_00095.beats,true,53,25,0.205128,ok,
gtzan_genre,reggae.00021,reggae.00021,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00021.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00021.beats,true,77,27,0.288462,ok,
gtzan_genre,metal.00068,metal.00068,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00068.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00068.beats,true,83,25,0.277778,ok,
gtzan_genre,disco.00071,disco.00071,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00071.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00071.beats,true,57,28,0.305882,ok,
gtzan_genre,reggae.00045,reggae.00045,dataset\mirdata_gtzan_genre\gtzan_genre\genres\reggae\reggae.00045.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_reggae_00045.beats,true,81,32,0.566372,ok,
gtzan_genre,metal.00058,metal.00058,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00058.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00058.beats,true,73,27,0.22,ok,
gtzan_genre,blues.00024,blues.00024,dataset\mirdata_gtzan_genre\gtzan_genre\genres\blues\blues.00024.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_blues_00024.beats,true,52,26,0.282051,ok,
gtzan_genre,jazz.00010,jazz.00010,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00010.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00010.beats,true,27,29,0.107143,ok,
gtzan_genre,classical.00097,classical.00097,dataset\mirdata_gtzan_genre\gtzan_genre\genres\classical\classical.00097.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_classical_00097.beats,true,52,26,0.153846,ok,
gtzan_genre,country.00038,country.00038,dataset\mirdata_gtzan_genre\gtzan_genre\genres\country\country.00038.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_country_00038.beats,true,77,25,0.254902,ok,
gtzan_genre,disco.00013,disco.00013,dataset\mirdata_gtzan_genre\gtzan_genre\genres\disco\disco.00013.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_disco_00013.beats,true,43,25,0.147059,ok,
gtzan_genre,jazz.00032,jazz.00032,dataset\mirdata_gtzan_genre\gtzan_genre\genres\jazz\jazz.00032.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_jazz_00032.beats,true,65,27,0.152174,ok,
gtzan_genre,metal.00015,metal.00015,dataset\mirdata_gtzan_genre\gtzan_genre\genres\metal\metal.00015.wav,dataset\mirdata_gtzan_genre\gtzan_tempo_beat-main\beats\gtzan_metal_00015.beats,true,58,31,0.269663,ok,
